Palavra,Link,Instituicao
LITUANIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LITU%C3%82NIA.mp4,UFSC SignBank
LIVRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRAR.mp4,UFSC SignBank
LIVRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIVRO.mp4,UFSC SignBank
LIXEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXEIRA.mp4,UFSC SignBank
LIXO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LIXO.mp4,UFSC SignBank
LOBO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOBO.mp4,UFSC SignBank
LOJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOJA.mp4,UFSC SignBank
LONDRES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRES.mp4,UFSC SignBank
LONDRINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONDRINA.mp4,UFSC SignBank
LONGE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGE.mp4,UFSC SignBank
LONGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LONGO.mp4,UFSC SignBank
LOTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOTE.mp4,UFSC SignBank
LOUCO.bmp,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOUCO.bmp,UFSC SignBank
LOUCO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LOUCO2.mp4,UFSC SignBank
LUA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUA.mp4,UFSC SignBank
LUCRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUCRO.mp4,UFSC SignBank
LUCRO2.bmp,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUCRO2.bmp,UFSC SignBank
LULA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LULA.mp4,UFSC SignBank
LUPA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUPA.mp4,UFSC SignBank
LUTA-OLIMPICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTA-OL%C3%8DMPICA.mp4,UFSC SignBank
LUTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUTAR.mp4,UFSC SignBank
LUVA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUVA.mp4,UFSC SignBank
LUXEMBURGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/LUXEMBURGO.mp4,UFSC SignBank
LABIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81BIO.mp4,UFSC SignBank
LAGRIMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA.mp4,UFSC SignBank
LAGRIMA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81GRIMA2.mp4,UFSC SignBank
LAPIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%81PIS.mp4,UFSC SignBank
LESBICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89SBICA.mp4,UFSC SignBank
LEXICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%89XICO.mp4,UFSC SignBank
LIBANO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO.mp4,UFSC SignBank
LIBANO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DBANO2.mp4,UFSC SignBank
LIDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER.mp4,UFSC SignBank
LIDER2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DDER2.mp4,UFSC SignBank
LINGUA-DE-SINAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-DE-SINAIS.mp4,UFSC SignBank
LINGUA-MANDARIM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MANDARIM.mp4,UFSC SignBank
LINGUA-MATERNA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA-MATERNA.mp4,UFSC SignBank
LINGUA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/L%C3%8DNGUA.mp4,UFSC SignBank
MAC,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAC.mp4,UFSC SignBank
MACACO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACACO.mp4,UFSC SignBank
MACACAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAC%C3%83O.mp4,UFSC SignBank
MACAPA-AP,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAP%C3%81-AP.mp4,UFSC SignBank
MACARRAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O.mp4,UFSC SignBank
MACARRAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACARR%C3%83O2.mp4,UFSC SignBank
MACAU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAU.mp4,UFSC SignBank
MACAXEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACAXEIRA.mp4,UFSC SignBank
MACEIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACEI%C3%93.mp4,UFSC SignBank
MACHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACHO.mp4,UFSC SignBank
MACIO.bmp,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACIO.bmp,UFSC SignBank
MACIO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACIO2.mp4,UFSC SignBank
MACONHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACONHA.mp4,UFSC SignBank
MACONHA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACONHA2.mp4,UFSC SignBank
MACUMBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MACUMBA.mp4,UFSC SignBank
MADAGASCAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADAG%C3%81SCAR.mp4,UFSC SignBank
MADEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADEIRA.mp4,UFSC SignBank
MADRASTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRASTA.mp4,UFSC SignBank
MADRUGADA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA.mp4,UFSC SignBank
MADRUGADA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MADRUGADA2.mp4,UFSC SignBank
MAGALI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGALI.mp4,UFSC SignBank
MAGISTERIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGIST%C3%89RIO.mp4,UFSC SignBank
MAGRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAGRO.mp4,UFSC SignBank
MAIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIO.mp4,UFSC SignBank
MAIONESE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIONESE.mp4,UFSC SignBank
MAIOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIOR.mp4,UFSC SignBank
MAIORIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIORIA.mp4,UFSC SignBank
MAIS-MENOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS-MENOS.mp4,UFSC SignBank
MAIS-TARDE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS-TARDE.mp4,UFSC SignBank
MAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS.mp4,UFSC SignBank
MAIS2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS2.mp4,UFSC SignBank
MAIS3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS3.mp4,UFSC SignBank
MAIS4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAIS4.mp4,UFSC SignBank
MAIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAI%C3%94.mp4,UFSC SignBank
MAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAL.mp4,UFSC SignBank
MAL2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAL2.mp4,UFSC SignBank
MALA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MALA.mp4,UFSC SignBank
MALAWI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MALAWI.mp4,UFSC SignBank
MALCRIADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MALCRIADO.mp4,UFSC SignBank
MALASIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAL%C3%81SIA.mp4,UFSC SignBank
MAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAMAS.mp4,UFSC SignBank
MAMAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O.mp4,UFSC SignBank
MAMAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAM%C3%83O2.mp4,UFSC SignBank
MANDAR-EMAIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR-EMAIL.mp4,UFSC SignBank
MANDAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDAR.mp4,UFSC SignBank
MANDIOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANDIOCA.mp4,UFSC SignBank
MANGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANGA.mp4,UFSC SignBank
MANHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%83.mp4,UFSC SignBank
MANHA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANH%C3%832.mp4,UFSC SignBank
MANICURE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANICURE.mp4,UFSC SignBank
MANIFESTACAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIFESTA%C3%87%C3%83O.mp4,UFSC SignBank
MANIPULAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANIPULAR.mp4,UFSC SignBank
MANTEIGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MANTEIGA.mp4,UFSC SignBank
MANOMETRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAN%C3%94METRO.mp4,UFSC SignBank
MAQUIAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM.mp4,UFSC SignBank
MAQUIAGEM2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAQUIAGEM2.mp4,UFSC SignBank
MAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR.mp4,UFSC SignBank
MAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR2.mp4,UFSC SignBank
MARACUJA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARACUJ%C3%81.mp4,UFSC SignBank
MARANHAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O.mp4,UFSC SignBank
MARANHAO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARANH%C3%83O2.mp4,UFSC SignBank
MARAVILHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARAVILHA.mp4,UFSC SignBank
MARCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARCA.mp4,UFSC SignBank
MARIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIA.mp4,UFSC SignBank
MARINGA-PR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARING%C3%81-PR.mp4,UFSC SignBank
MARIONETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARIONETE.mp4,UFSC SignBank
MARROM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MARROM.mp4,UFSC SignBank
MARCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O.mp4,UFSC SignBank
MARCO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O2.mp4,UFSC SignBank
MARCO3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAR%C3%87O3.mp4,UFSC SignBank
MAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MAS.mp4,UFSC SignBank
MASSAGEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR.mp4,UFSC SignBank
MASSAGEAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MASSAGEAR2.mp4,UFSC SignBank
MATAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR.mp4,UFSC SignBank
MATAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATAR2.mp4,UFSC SignBank
MATEMATICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA.mp4,UFSC SignBank
MATEMATICA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATEM%C3%81TICA2.mp4,UFSC SignBank
MATO-GROSSO-DO-SUL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO-DO-SUL.mp4,UFSC SignBank
MATO-GROSSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATO-GROSSO.mp4,UFSC SignBank
MATURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MATURAR.mp4,UFSC SignBank
MACA.bmp,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MA%C3%87%C3%83.bmp,UFSC SignBank
MCDONALDS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MCDONALDS.mp4,UFSC SignBank
MEDALHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDALHA.mp4,UFSC SignBank
MEDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDIR.mp4,UFSC SignBank
MEDITAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDITAR.mp4,UFSC SignBank
MEDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEDO.mp4,UFSC SignBank
MEIA-HORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA-HORA.mp4,UFSC SignBank
MEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIA.mp4,UFSC SignBank
MEIO-DIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO-DIA.mp4,UFSC SignBank
MEIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEIO.mp4,UFSC SignBank
MELANCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA.mp4,UFSC SignBank
MELANCIA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELANCIA2.mp4,UFSC SignBank
MELHOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR.mp4,UFSC SignBank
MELHOR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHOR2.mp4,UFSC SignBank
MELHORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MELHORAR.mp4,UFSC SignBank
MEMORIZAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEMORIZAR.mp4,UFSC SignBank
MEMORIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEM%C3%93RIA.mp4,UFSC SignBank
MENDIGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENDIGAR.mp4,UFSC SignBank
MENINGITE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINGITE.mp4,UFSC SignBank
MENINO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENINO.mp4,UFSC SignBank
MENSAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSAGEM.mp4,UFSC SignBank
MENSTRUAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR.mp4,UFSC SignBank
MENSTRUAR2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR2.mp4,UFSC SignBank
MENSTRUAR3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR3.mp4,UFSC SignBank
MENSTRUAR4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENSTRUAR4.mp4,UFSC SignBank
MENTAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTAL.mp4,UFSC SignBank
MENTIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MENTIR.mp4,UFSC SignBank
MERECER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERECER.mp4,UFSC SignBank
MERETRIZ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MERETRIZ.mp4,UFSC SignBank
MESA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESA.mp4,UFSC SignBank
MESMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO.mp4,UFSC SignBank
MESMO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO2.mp4,UFSC SignBank
MESMO3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO3.mp4,UFSC SignBank
MESMO4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESMO4.mp4,UFSC SignBank
MESTRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MESTRADO.mp4,UFSC SignBank
METADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METADE.mp4,UFSC SignBank
METIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METIDO.mp4,UFSC SignBank
METODOLOGIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METODOLOGIA.mp4,UFSC SignBank
METRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%94.mp4,UFSC SignBank
METRO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%942.mp4,UFSC SignBank
METRO3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/METR%C3%943.mp4,UFSC SignBank
METAFORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MET%C3%81FORA.mp4,UFSC SignBank
MEXER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXER.mp4,UFSC SignBank
MEXERICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MEXERICA.mp4,UFSC SignBank
MICROCEFALIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROCEFALIA.mp4,UFSC SignBank
MICROSCOPIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSC%C3%93PIO.mp4,UFSC SignBank
MICROSOFT-EXCEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-EXCEL.mp4,UFSC SignBank
MICROSOFT-OFFICE-WORD,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-OFFICE-WORD.mp4,UFSC SignBank
MICROSOFT-POWERPOINT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MICROSOFT-POWERPOINT.mp4,UFSC SignBank
MIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MIL.mp4,UFSC SignBank
MILHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILHO.mp4,UFSC SignBank
MILHAO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MILH%C3%83O.mp4,UFSC SignBank
MINAS-GERAIS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS.mp4,UFSC SignBank
MINAS-GERAIS2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINAS-GERAIS2.mp4,UFSC SignBank
MINHOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINHOCA.mp4,UFSC SignBank
MINI-CURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINI-CURSO.mp4,UFSC SignBank
MINORIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINORIA.mp4,UFSC SignBank
MINUTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MINUTO.mp4,UFSC SignBank
MISS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MISS.mp4,UFSC SignBank
MISSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MISSA.mp4,UFSC SignBank
MISSIONARIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MISSION%C3%81RIO.mp4,UFSC SignBank
MISTURAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MISTURAR.mp4,UFSC SignBank
MITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MITO.mp4,UFSC SignBank
MOCHILA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOCHILA.mp4,UFSC SignBank
MODA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MODA.mp4,UFSC SignBank
MODA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MODA2.mp4,UFSC SignBank
MODA3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MODA3.mp4,UFSC SignBank
MODELO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MODELO.mp4,UFSC SignBank
MOEDA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOEDA.mp4,UFSC SignBank
MOEDA2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOEDA2.mp4,UFSC SignBank
MOISES,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOIS%C3%89S.mp4,UFSC SignBank
MOLDE-AURICULAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOLDE-AURICULAR.mp4,UFSC SignBank
MOLDURA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOLDURA.mp4,UFSC SignBank
MOLHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOLHO.mp4,UFSC SignBank
MONGOLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONG%C3%93LIA.mp4,UFSC SignBank
MONITOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONITOR.mp4,UFSC SignBank
MONOLINGUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONOL%C3%8DNGUE.mp4,UFSC SignBank
MONSTRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONSTRO.mp4,UFSC SignBank
MONSTRO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONSTRO2.mp4,UFSC SignBank
MONTANHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MONTANHA.mp4,UFSC SignBank
MOODLE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOODLE.mp4,UFSC SignBank
MORADIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORADIA.mp4,UFSC SignBank
MORANGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORANGO.mp4,UFSC SignBank
MORANGO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORANGO2.mp4,UFSC SignBank
MORCEGO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORCEGO.mp4,UFSC SignBank
MORCEGO2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORCEGO2.mp4,UFSC SignBank
MORDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORDER.mp4,UFSC SignBank
MORENO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORENO.mp4,UFSC SignBank
MORFEMA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORFEMA.mp4,UFSC SignBank
MORFOLOGIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORFOLOGIA.mp4,UFSC SignBank
MORRER-ASL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORRER-ASL.mp4,UFSC SignBank
MORRER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MORRER.mp4,UFSC SignBank
MOSCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOSCA.mp4,UFSC SignBank
MOSQUITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOSQUITO.mp4,UFSC SignBank
MOSSORO-RN,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOSSOR%C3%93-RN.mp4,UFSC SignBank
MOSTRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOSTRAR.mp4,UFSC SignBank
MOTIVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOTIVAR.mp4,UFSC SignBank
MOTIVO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOTIVO.mp4,UFSC SignBank
MOTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOTO.mp4,UFSC SignBank
MOTOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOTOR.mp4,UFSC SignBank
MOTORISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOTORISTA.mp4,UFSC SignBank
MOUSE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOUSE.mp4,UFSC SignBank
MOVIMENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MOVIMENTAR.mp4,UFSC SignBank
MSN,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MSN.mp4,UFSC SignBank
MSN2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MSN2.mp4,UFSC SignBank
MSN3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MSN3.mp4,UFSC SignBank
MUDAR-ASSUNTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/MUDAR-ASSUNTO.mp4,UFSC SignBank
